Date,Start Time (ET),Visitor,Visitor Points,Home,Home Points,Box Score,Overtime,Attendance,Arena,Notes
2023-02-01,8:00p,Golden State Warriors,114,Minnesota Timberwolves,119,https://www.basketball-reference.com//boxscores/202302010MIN.html,OT,"17,136",Target Center,
2023-02-01,8:00p,Sacramento Kings,119,San Antonio Spurs,109,https://www.basketball-reference.com//boxscores/202302010SAS.html,,"13,207",AT&T Center,
2023-02-01,9:00p,Toronto Raptors,128,Utah Jazz,131,https://www.basketball-reference.com//boxscores/202302010UTA.html,,"18,206",Vivint Arena,
2023-02-01,10:00p,Atlanta Hawks,132,Phoenix Suns,100,https://www.basketball-reference.com//boxscores/202302010PHO.html,,"17,071",Footprint Center,
2023-02-02,7:00p,Los Angeles Lakers,112,Indiana Pacers,111,https://www.basketball-reference.com//boxscores/202302020IND.html,,"17,274",Gainbridge Fieldhouse,
2023-02-02,7:30p,Memphis Grizzlies,113,Cleveland Cavaliers,128,https://www.basketball-reference.com//boxscores/202302020CLE.html,,"19,432",Rocket Mortgage Fieldhouse,
2023-02-02,7:30p,Miami Heat,104,New York Knicks,106,https://www.basketball-reference.com//boxscores/202302020NYK.html,,"19,044",Madison Square Garden (IV),
2023-02-02,8:00p,Charlotte Hornets,98,Chicago Bulls,114,https://www.basketball-reference.com//boxscores/202302020CHI.html,,"20,072",United Center,
2023-02-02,8:30p,New Orleans Pelicans,106,Dallas Mavericks,111,https://www.basketball-reference.com//boxscores/202302020DAL.html,,"19,670",American Airlines Center,
2023-02-02,9:00p,Golden State Warriors,117,Denver Nuggets,134,https://www.basketball-reference.com//boxscores/202302020DEN.html,,"19,555",Ball Arena,
2023-02-02,10:00p,Los Angeles Clippers,105,Milwaukee Bucks,106,https://www.basketball-reference.com//boxscores/202302020MIL.html,,"17,341",Fiserv Forum,
2023-02-03,7:00p,Charlotte Hornets,112,Detroit Pistons,118,https://www.basketball-reference.com//boxscores/202302030DET.html,,"18,007",Little Caesars Arena,
2023-02-03,7:00p,Sacramento Kings,104,Indiana Pacers,107,https://www.basketball-reference.com//boxscores/202302030IND.html,,"17,274",Gainbridge Fieldhouse,
2023-02-03,7:00p,Portland Trail Blazers,124,Washington Wizards,116,https://www.basketball-reference.com//boxscores/202302030WAS.html,,"20,476",Capital One Arena,
2023-02-03,7:30p,Phoenix Suns,106,Boston Celtics,94,https://www.basketball-reference.com//boxscores/202302030BOS.html,,"19,156",TD Garden,
2023-02-03,8:00p,Toronto Raptors,117,Houston Rockets,111,https://www.basketball-reference.com//boxscores/202302030HOU.html,,"16,585",Toyota Center,
2023-02-03,8:00p,Orlando Magic,127,Minnesota Timberwolves,120,https://www.basketball-reference.com//boxscores/202302030MIN.html,,"17,136",Target Center,
2023-02-03,8:00p,Philadelphia 76ers,137,San Antonio Spurs,125,https://www.basketball-reference.com//boxscores/202302030SAS.html,,"15,252",AT&T Center,
2023-02-03,9:00p,Atlanta Hawks,115,Utah Jazz,108,https://www.basketball-reference.com//boxscores/202302030UTA.html,,"18,206",Vivint Arena,
2023-02-04,6:00p,Washington Wizards,123,Brooklyn Nets,125,https://www.basketball-reference.com//boxscores/202302040BRK.html,,"17,732",Barclays Center,
2023-02-04,6:00p,Los Angeles Lakers,126,New Orleans Pelicans,131,https://www.basketball-reference.com//boxscores/202302040NOP.html,,"18,886",Smoothie King Center,
2023-02-04,7:00p,Phoenix Suns,116,Detroit Pistons,100,https://www.basketball-reference.com//boxscores/202302040DET.html,,"19,788",Little Caesars Arena,
2023-02-04,7:00p,Los Angeles Clippers,134,New York Knicks,128,https://www.basketball-reference.com//boxscores/202302040NYK.html,OT,"19,812",Madison Square Garden (IV),
2023-02-04,8:00p,Portland Trail Blazers,121,Chicago Bulls,129,https://www.basketball-reference.com//boxscores/202302040CHI.html,,"20,135",United Center,
2023-02-04,8:00p,Miami Heat,115,Milwaukee Bucks,123,https://www.basketball-reference.com//boxscores/202302040MIL.html,,"18,008",Fiserv Forum,
2023-02-04,8:00p,Houston Rockets,121,Oklahoma City Thunder,153,https://www.basketball-reference.com//boxscores/202302040OKC.html,,"16,994",Paycom Center,
2023-02-04,8:30p,Dallas Mavericks,113,Golden State Warriors,119,https://www.basketball-reference.com//boxscores/202302040GSW.html,,"18,064",Chase Center,
2023-02-04,9:00p,Atlanta Hawks,108,Denver Nuggets,128,https://www.basketball-reference.com//boxscores/202302040DEN.html,,"19,630",Ball Arena,
2023-02-05,1:00p,Orlando Magic,119,Charlotte Hornets,113,https://www.basketball-reference.com//boxscores/202302050CHO.html,,"18,510",Spectrum Center,
2023-02-05,5:00p,Cleveland Cavaliers,122,Indiana Pacers,103,https://www.basketball-reference.com//boxscores/202302050IND.html,,"17,274",Gainbridge Fieldhouse,
2023-02-05,6:00p,Toronto Raptors,106,Memphis Grizzlies,103,https://www.basketball-reference.com//boxscores/202302050MEM.html,,"17,794",FedEx Forum,
2023-02-05,6:00p,Philadelphia 76ers,97,New York Knicks,108,https://www.basketball-reference.com//boxscores/202302050NYK.html,,"17,586",Madison Square Garden (IV),
2023-02-05,7:00p,Denver Nuggets,98,Minnesota Timberwolves,128,https://www.basketball-reference.com//boxscores/202302050MIN.html,,"17,136",Target Center,
2023-02-05,7:00p,Sacramento Kings,104,New Orleans Pelicans,136,https://www.basketball-reference.com//boxscores/202302050NOP.html,,"17,779",Smoothie King Center,
2023-02-06,7:00p,Boston Celtics,111,Detroit Pistons,99,https://www.basketball-reference.com//boxscores/202302060DET.html,,"17,933",Little Caesars Arena,
2023-02-06,7:00p,Cleveland Cavaliers,114,Washington Wizards,91,https://www.basketball-reference.com//boxscores/202302060WAS.html,,"16,744",Capital One Arena,
2023-02-06,7:30p,Los Angeles Clippers,124,Brooklyn Nets,116,https://www.basketball-reference.com//boxscores/202302060BRK.html,,"16,981",Barclays Center,
2023-02-06,8:00p,San Antonio Spurs,104,Chicago Bulls,128,https://www.basketball-reference.com//boxscores/202302060CHI.html,,"19,291",United Center,
2023-02-06,8:00p,Sacramento Kings,140,Houston Rockets,120,https://www.basketball-reference.com//boxscores/202302060HOU.html,,"15,405",Toyota Center,
2023-02-06,9:00p,Dallas Mavericks,124,Utah Jazz,111,https://www.basketball-reference.com//boxscores/202302060UTA.html,,"18,206",Vivint Arena,
2023-02-06,10:00p,Oklahoma City Thunder,114,Golden State Warriors,141,https://www.basketball-reference.com//boxscores/202302060GSW.html,,"18,064",Chase Center,
2023-02-06,10:00p,Milwaukee Bucks,127,Portland Trail Blazers,108,https://www.basketball-reference.com//boxscores/202302060POR.html,,"18,110",Moda Center,
2023-02-07,7:00p,New York Knicks,102,Orlando Magic,98,https://www.basketball-reference.com//boxscores/202302070ORL.html,,"19,438",Amway Center,
2023-02-07,7:30p,Phoenix Suns,116,Brooklyn Nets,112,https://www.basketball-reference.com//boxscores/202302070BRK.html,,"17,093",Barclays Center,
2023-02-07,7:30p,Atlanta Hawks,107,New Orleans Pelicans,116,https://www.basketball-reference.com//boxscores/202302070NOP.html,,"16,669",Smoothie King Center,
2023-02-07,8:00p,Chicago Bulls,89,Memphis Grizzlies,104,https://www.basketball-reference.com//boxscores/202302070MEM.html,,"17,012",FedEx Forum,
2023-02-07,9:00p,Minnesota Timberwolves,112,Denver Nuggets,146,https://www.basketball-reference.com//boxscores/202302070DEN.html,,"18,307",Ball Arena,
2023-02-07,10:00p,Oklahoma City Thunder,133,Los Angeles Lakers,130,https://www.basketball-reference.com//boxscores/202302070LAL.html,,"18,997",Crypto.com Arena,
2023-02-08,7:00p,Detroit Pistons,85,Cleveland Cavaliers,113,https://www.basketball-reference.com//boxscores/202302080CLE.html,,"19,432",Rocket Mortgage Fieldhouse,
2023-02-08,7:00p,Charlotte Hornets,104,Washington Wizards,118,https://www.basketball-reference.com//boxscores/202302080WAS.html,,"16,097",Capital One Arena,
2023-02-08,7:30p,Philadelphia 76ers,99,Boston Celtics,106,https://www.basketball-reference.com//boxscores/202302080BOS.html,,"19,156",TD Garden,
2023-02-08,7:30p,Indiana Pacers,111,Miami Heat,116,https://www.basketball-reference.com//boxscores/202302080MIA.html,,"19,600",Kaseya Center,
2023-02-08,7:30p,San Antonio Spurs,98,Toronto Raptors,112,https://www.basketball-reference.com//boxscores/202302080TOR.html,,"19,800",Scotiabank Arena,
2023-02-08,8:00p,Sacramento Kings,130,Houston Rockets,128,https://www.basketball-reference.com//boxscores/202302080HOU.html,,"15,881",Toyota Center,
2023-02-08,9:00p,Minnesota Timberwolves,143,Utah Jazz,118,https://www.basketball-reference.com//boxscores/202302080UTA.html,,"18,206",Vivint Arena,
2023-02-08,10:00p,Dallas Mavericks,110,Los Angeles Clippers,104,https://www.basketball-reference.com//boxscores/202302080LAC.html,,"18,377",Crypto.com Arena,
2023-02-08,10:00p,Golden State Warriors,122,Portland Trail Blazers,125,https://www.basketball-reference.com//boxscores/202302080POR.html,,"18,450",Moda Center,
2023-02-09,7:00p,Denver Nuggets,104,Orlando Magic,115,https://www.basketball-reference.com//boxscores/202302090ORL.html,,"18,846",Amway Center,
2023-02-09,7:30p,Phoenix Suns,107,Atlanta Hawks,116,https://www.basketball-reference.com//boxscores/202302090ATL.html,,"17,003",State Farm Arena,
2023-02-09,7:30p,Chicago Bulls,105,Brooklyn Nets,116,https://www.basketball-reference.com//boxscores/202302090BRK.html,,"16,938",Barclays Center,
2023-02-09,10:00p,Milwaukee Bucks,115,Los Angeles Lakers,106,https://www.basketball-reference.com//boxscores/202302090LAL.html,,"18,997",Crypto.com Arena,
2023-02-10,7:00p,San Antonio Spurs,131,Detroit Pistons,138,https://www.basketball-reference.com//boxscores/202302100DET.html,2OT,"17,899",Little Caesars Arena,
2023-02-10,7:00p,Phoenix Suns,117,Indiana Pacers,104,https://www.basketball-reference.com//boxscores/202302100IND.html,,"16,522",Gainbridge Fieldhouse,
2023-02-10,7:00p,New York Knicks,108,Philadelphia 76ers,119,https://www.basketball-reference.com//boxscores/202302100PHI.html,,"21,057",Wells Fargo Center,
2023-02-10,7:30p,Charlotte Hornets,116,Boston Celtics,127,https://www.basketball-reference.com//boxscores/202302100BOS.html,,"19,156",TD Garden,
2023-02-10,7:30p,Utah Jazz,122,Toronto Raptors,116,https://www.basketball-reference.com//boxscores/202302100TOR.html,,"19,800",Scotiabank Arena,
2023-02-10,8:00p,Minnesota Timberwolves,107,Memphis Grizzlies,128,https://www.basketball-reference.com//boxscores/202302100MEM.html,,"17,794",FedEx Forum,
2023-02-10,8:00p,Houston Rockets,95,Miami Heat,97,https://www.basketball-reference.com//boxscores/202302100MIA.html,,"19,600",Kaseya Center,
2023-02-10,10:00p,Cleveland Cavaliers,118,New Orleans Pelicans,107,https://www.basketball-reference.com//boxscores/202302100NOP.html,,"16,398",Smoothie King Center,
2023-02-10,10:00p,Oklahoma City Thunder,138,Portland Trail Blazers,129,https://www.basketball-reference.com//boxscores/202302100POR.html,,"19,424",Moda Center,
2023-02-10,10:00p,Dallas Mavericks,122,Sacramento Kings,114,https://www.basketball-reference.com//boxscores/202302100SAC.html,,"18,111",Golden 1 Center,
2023-02-10,10:30p,Milwaukee Bucks,119,Los Angeles Clippers,106,https://www.basketball-reference.com//boxscores/202302100LAC.html,,"16,614",Crypto.com Arena,
2023-02-11,6:00p,Philadelphia 76ers,101,Brooklyn Nets,98,https://www.basketball-reference.com//boxscores/202302110BRK.html,,"17,732",Barclays Center,
2023-02-11,7:00p,Denver Nuggets,119,Charlotte Hornets,105,https://www.basketball-reference.com//boxscores/202302110CHO.html,,"19,256",Spectrum Center,
2023-02-11,7:00p,Miami Heat,107,Orlando Magic,103,https://www.basketball-reference.com//boxscores/202302110ORL.html,OT,"18,223",Amway Center,
2023-02-11,7:00p,Indiana Pacers,113,Washington Wizards,127,https://www.basketball-reference.com//boxscores/202302110WAS.html,,"18,387",Capital One Arena,
2023-02-11,7:30p,San Antonio Spurs,106,Atlanta Hawks,125,https://www.basketball-reference.com//boxscores/202302110ATL.html,,"17,875",State Farm Arena,
2023-02-11,7:30p,Utah Jazz,120,New York Knicks,126,https://www.basketball-reference.com//boxscores/202302110NYK.html,,"19,339",Madison Square Garden (IV),
2023-02-11,8:00p,Chicago Bulls,89,Cleveland Cavaliers,97,https://www.basketball-reference.com//boxscores/202302110CLE.html,,"19,432",Rocket Mortgage Fieldhouse,
2023-02-11,8:30p,Los Angeles Lakers,109,Golden State Warriors,103,https://www.basketball-reference.com//boxscores/202302110GSW.html,,"18,064",Chase Center,
2023-02-11,10:00p,Dallas Mavericks,128,Sacramento Kings,133,https://www.basketball-reference.com//boxscores/202302110SAC.html,OT,"18,111",Golden 1 Center,
2023-02-12,2:00p,Memphis Grizzlies,109,Boston Celtics,119,https://www.basketball-reference.com//boxscores/202302120BOS.html,,"19,156",TD Garden,
2023-02-12,3:00p,Detroit Pistons,118,Toronto Raptors,119,https://www.basketball-reference.com//boxscores/202302120TOR.html,,"19,800",Scotiabank Arena,
2023-02-13,7:00p,Atlanta Hawks,138,Charlotte Hornets,144,https://www.basketball-reference.com//boxscores/202302130CHO.html,,"14,078",Spectrum Center,
2023-02-13,7:00p,San Antonio Spurs,109,Cleveland Cavaliers,117,https://www.basketball-reference.com//boxscores/202302130CLE.html,,"19,432",Rocket Mortgage Fieldhouse,
2023-02-13,7:00p,Utah Jazz,123,Indiana Pacers,117,https://www.basketball-reference.com//boxscores/202302130IND.html,,"15,004",Gainbridge Fieldhouse,
2023-02-13,7:00p,Houston Rockets,104,Philadelphia 76ers,123,https://www.basketball-reference.com//boxscores/202302130PHI.html,,"19,850",Wells Fargo Center,
2023-02-13,7:30p,Denver Nuggets,112,Miami Heat,108,https://www.basketball-reference.com//boxscores/202302130MIA.html,,"19,755",Kaseya Center,
2023-02-13,7:30p,Brooklyn Nets,106,New York Knicks,124,https://www.basketball-reference.com//boxscores/202302130NYK.html,,"19,812",Madison Square Garden (IV),
2023-02-13,8:00p,Orlando Magic,100,Chicago Bulls,91,https://www.basketball-reference.com//boxscores/202302130CHI.html,,"20,767",United Center,
2023-02-13,8:00p,New Orleans Pelicans,103,Oklahoma City Thunder,100,https://www.basketball-reference.com//boxscores/202302130OKC.html,,"14,920",Paycom Center,
2023-02-13,8:30p,Minnesota Timberwolves,124,Dallas Mavericks,121,https://www.basketball-reference.com//boxscores/202302130DAL.html,,"20,325",American Airlines Center,
2023-02-13,10:00p,Washington Wizards,126,Golden State Warriors,135,https://www.basketball-reference.com//boxscores/202302130GSW.html,,"18,064",Chase Center,
2023-02-13,10:00p,Los Angeles Lakers,115,Portland Trail Blazers,127,https://www.basketball-reference.com//boxscores/202302130POR.html,,"18,299",Moda Center,
2023-02-14,7:30p,Boston Celtics,125,Milwaukee Bucks,131,https://www.basketball-reference.com//boxscores/202302140MIL.html,OT,"17,623",Fiserv Forum,
2023-02-14,7:30p,Orlando Magic,113,Toronto Raptors,123,https://www.basketball-reference.com//boxscores/202302140TOR.html,,"19,800",Scotiabank Arena,
